POST_NAME,ET_DESC,ET_PRIM_REASON,ET_PRIM_DESC,ET_SEC_REASON,ET_SEC_DESC,Count of VOL_ID
PARAGUAY,RESIGNATION,410,host country culture,411,host community/host family,1
PARAGUAY,RESIGNATION,410,host country culture,114,Peace Corps staff in country,1
PARAGUAY,RESIGNATION,312,illegal substance,111,medical support,1
PARAGUAY,RESIGNATION,400,Job Related,,,10
PARAGUAY,RESIGNATION,400,Job Related,300,Medical Concerns,1
PARAGUAY,RESIGNATION,400,Job Related,600,Other,1
PARAGUAY,RESIGNATION,400,Job Related,100,Personal/Family,1
PARAGUAY,RESIGNATION,211,language skills,,,2
PARAGUAY,RESIGNATION,211,language skills,213,matching skills with work assignment,1
PARAGUAY,RESIGNATION,211,language skills,210,technical skills,1
PARAGUAY,RESIGNATION,412,living arrangements/housing location,,,1
PARAGUAY,RESIGNATION,213,matching skills with work assignment,,,8
PARAGUAY,RESIGNATION,213,matching skills with work assignment,415,other country assignment/adaptation,1
PARAGUAY,RESIGNATION,213,matching skills with work assignment,210,technical skills,1
PARAGUAY,RESIGNATION,300,Medical Concerns,,,8
PARAGUAY,RESIGNATION,300,Medical Concerns,100,Personal/Family,3
PARAGUAY,RESIGNATION,111,medical support,,,2
PARAGUAY,RESIGNATION,111,medical support,110,technical support,1
PARAGUAY,RESIGNATION,600,Other,,,10
PARAGUAY,RESIGNATION,716,other (please explain),,,3
PARAGUAY,RESIGNATION,716,other (please explain),114,Peace Corps staff in country,1
PARAGUAY,RESIGNATION,612,other career opportunity,,,7
PARAGUAY,RESIGNATION,612,other career opportunity,712,unrealistic expectations,1
PARAGUAY,RESIGNATION,415,other country assignment/adaptation,311,emotional/mental health,1
PARAGUAY,RESIGNATION,415,other country assignment/adaptation,210,technical skills,1
PARAGUAY,RESIGNATION,120,other family,,,2
PARAGUAY,RESIGNATION,120,other family,110,technical support,1
PARAGUAY,RESIGNATION,616,other personal/family related,,,26
PARAGUAY,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
PARAGUAY,RESIGNATION,616,other personal/family related,612,other career opportunity,1
PARAGUAY,RESIGNATION,616,other personal/family related,610,romantic interest,1
PARAGUAY,RESIGNATION,616,other personal/family related,712,unrealistic expectations,1
PARAGUAY,RESIGNATION,217,other program/work assignment,,,3
PARAGUAY,RESIGNATION,221,other program/work related (please explain),627,job not related to future career goals,1
PARAGUAY,RESIGNATION,711,other volunteers/trainees,,,2
PARAGUAY,RESIGNATION,113,Peace Corps policies,,,3
PARAGUAY,RESIGNATION,114,Peace Corps staff in country,,,1
PARAGUAY,RESIGNATION,114,Peace Corps staff in country,110,technical support,1
PARAGUAY,RESIGNATION,500,Personal Safety,,,2
PARAGUAY,RESIGNATION,100,Personal/Family,,,55
PARAGUAY,RESIGNATION,100,Personal/Family,400,Job Related,1
PARAGUAY,RESIGNATION,100,Personal/Family,300,Medical Concerns,1
PARAGUAY,RESIGNATION,100,Personal/Family,600,Other,3
PARAGUAY,RESIGNATION,310,physical health,,,1
PARAGUAY,RESIGNATION,310,physical health,413,site location,1
PARAGUAY,RESIGNATION,414,preferred another country/region,415,other country assignment/adaptation,1
PARAGUAY,RESIGNATION,215,project/site development,,,3
PARAGUAY,RESIGNATION,218,received inaccurate information re: assignment,221,other program/work related (please explain),1
PARAGUAY,RESIGNATION,710,resignation in lieu of administrative separation,,,9
PARAGUAY,RESIGNATION,710,resignation in lieu of administrative separation,612,other career opportunity,1
PARAGUAY,RESIGNATION,610,romantic interest,,,5
PARAGUAY,RESIGNATION,413,site location,,,1
PARAGUAY,RESIGNATION,413,site location,616,other personal/family related,1
PARAGUAY,RESIGNATION,614,spousal responsibility,,,2
PARAGUAY,RESIGNATION,210,technical skills,,,1
PARAGUAY,RESIGNATION,110,technical support,116,death/illness of close friend or family member,1
PARAGUAY,RESIGNATION,110,technical support,410,host country culture,2
PARAGUAY,RESIGNATION,110,technical support,216,political/civil unrest,1
PARAGUAY,RESIGNATION,714,unable to adhere to Peace Corps policies,410,host country culture,2
PARAGUAY,RESIGNATION,712,unrealistic expectations,,,16
PARAGUAY,RESIGNATION,712,unrealistic expectations,714,unable to adhere to Peace Corps policies,1
PCR US RELIEF,RESIGNATION,,,,,10
PCR US RELIEF,RESIGNATION,214,amount of work,,,1
PCR US RELIEF,RESIGNATION,611,further education,,,1
PCR US RELIEF,RESIGNATION,212,host country counterpart/support,,,2
PCR US RELIEF,RESIGNATION,612,other career opportunity,,,2
PCR US RELIEF,RESIGNATION,616,other personal/family related,,,7
PCR US RELIEF,RESIGNATION,217,other program/work assignment,,,2
PCR US RELIEF,RESIGNATION,711,other volunteers/trainees,,,2
PCR US RELIEF,RESIGNATION,413,site location,,,1
PCR US RELIEF,RESIGNATION,110,technical support,112,administrative support,1
PERU,RESIGNATION,,,,,39
PERU,RESIGNATION,200,Adaptation,,,1
PERU,RESIGNATION,214,amount of work,,,5
PERU,RESIGNATION,214,amount of work,212,host country counterpart/support,1
PERU,RESIGNATION,510,crime and personal safety,410,host country culture,1
PERU,RESIGNATION,311,emotional/mental health,,,9
PERU,RESIGNATION,311,emotional/mental health,411,host community/host family,1
PERU,RESIGNATION,311,emotional/mental health,410,host country culture,2
PERU,RESIGNATION,311,emotional/mental health,514,other personal safety,1
PERU,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
PERU,RESIGNATION,311,emotional/mental health,512,sexual assault/harassment,1
PERU,RESIGNATION,311,emotional/mental health,712,unrealistic expectations,1
PERU,RESIGNATION,311,emotional/mental health,715,use of illegal substance or misuse of alcohol,1
PERU,RESIGNATION,613,financial,,,1
PERU,RESIGNATION,613,financial,217,other program/work assignment,1
PERU,RESIGNATION,615,friend(s) or other family responsibility,,,9
PERU,RESIGNATION,615,friend(s) or other family responsibility,217,other program/work assignment,1
PERU,RESIGNATION,611,further education,,,12
PERU,RESIGNATION,611,further education,614,spousal responsibility,1
PERU,RESIGNATION,411,host community/host family,,,2
PERU,RESIGNATION,411,host community/host family,217,other program/work assignment,1
PERU,RESIGNATION,212,host country counterpart/support,,,3
PERU,RESIGNATION,212,host country counterpart/support,215,project/site development,2
PERU,RESIGNATION,410,host country culture,,,2
PERU,RESIGNATION,410,host country culture,111,medical support,1
PERU,RESIGNATION,410,host country culture,310,physical health,1
PERU,RESIGNATION,211,language skills,,,2
PERU,RESIGNATION,211,language skills,610,romantic interest,1
PERU,RESIGNATION,213,matching skills with work assignment,,,3
PERU,RESIGNATION,213,matching skills with work assignment,217,other program/work assignment,1
PERU,RESIGNATION,213,matching skills with work assignment,610,romantic interest,1
PERU,RESIGNATION,111,medical support,110,technical support,1
PERU,RESIGNATION,612,other career opportunity,,,16
PERU,RESIGNATION,612,other career opportunity,616,other personal/family related,1
PERU,RESIGNATION,415,other country assignment/adaptation,,,2
PERU,RESIGNATION,616,other personal/family related,,,52
PERU,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
PERU,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
PERU,RESIGNATION,616,other personal/family related,411,host community/host family,1
PERU,RESIGNATION,217,other program/work assignment,,,3
PERU,RESIGNATION,217,other program/work assignment,616,other personal/family related,2
PERU,RESIGNATION,113,Peace Corps policies,,,2
PERU,RESIGNATION,113,Peace Corps policies,411,host community/host family,1
PERU,RESIGNATION,113,Peace Corps policies,114,Peace Corps staff in country,1
PERU,RESIGNATION,114,Peace Corps staff in country,716,other (please explain),1
PERU,RESIGNATION,310,physical health,,,4
PERU,RESIGNATION,310,physical health,211,language skills,1
PERU,RESIGNATION,310,physical health,412,living arrangements/housing location,1
PERU,RESIGNATION,215,project/site development,,,1
PERU,RESIGNATION,710,resignation in lieu of administrative separation,,,40
PERU,RESIGNATION,710,resignation in lieu of administrative separation,616,other personal/family related,1
PERU,RESIGNATION,710,resignation in lieu of administrative separation,114,Peace Corps staff in country,1
PERU,RESIGNATION,513,road safety/traveling,510,crime and personal safety,1
PERU,RESIGNATION,610,romantic interest,,,3
PERU,RESIGNATION,610,romantic interest,616,other personal/family related,1
PERU,RESIGNATION,413,site location,,,2
PERU,RESIGNATION,614,spousal responsibility,,,3
PERU,RESIGNATION,210,technical skills,,,1
PERU,RESIGNATION,210,technical skills,211,language skills,1
PERU,RESIGNATION,110,technical support,,,1
PERU,RESIGNATION,110,technical support,111,medical support,1
PERU,RESIGNATION,712,unrealistic expectations,,,17
PERU,RESIGNATION,712,unrealistic expectations,214,amount of work,1
PHILIPPINES,RESIGNATION,,,,,126
PHILIPPINES,RESIGNATION,200,Adaptation,,,5
PHILIPPINES,RESIGNATION,200,Adaptation,300,Medical Concerns,4
PHILIPPINES,RESIGNATION,313,alcohol,,,2
PHILIPPINES,RESIGNATION,510,crime and personal safety,,,1
PHILIPPINES,RESIGNATION,116,death/illness of close friend or family member,,,3
PHILIPPINES,RESIGNATION,116,death/illness of close friend or family member,110,technical support,1
PHILIPPINES,RESIGNATION,311,emotional/mental health,,,9
PHILIPPINES,RESIGNATION,311,emotional/mental health,411,host community/host family,1
PHILIPPINES,RESIGNATION,311,emotional/mental health,213,matching skills with work assignment,1
PHILIPPINES,RESIGNATION,311,emotional/mental health,413,site location,1
PHILIPPINES,RESIGNATION,613,financial,,,2
PHILIPPINES,RESIGNATION,615,friend(s) or other family responsibility,,,16
PHILIPPINES,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,2
PHILIPPINES,RESIGNATION,611,further education,,,3
PHILIPPINES,RESIGNATION,212,host country counterpart/support,,,12
PHILIPPINES,RESIGNATION,212,host country counterpart/support,214,amount of work,1
PHILIPPINES,RESIGNATION,410,host country culture,,,9
PHILIPPINES,RESIGNATION,410,host country culture,615,friend(s) or other family responsibility,1
PHILIPPINES,RESIGNATION,410,host country culture,213,matching skills with work assignment,1
PHILIPPINES,RESIGNATION,410,host country culture,215,project/site development,1
PHILIPPINES,RESIGNATION,400,Job Related,,,8
PHILIPPINES,RESIGNATION,412,living arrangements/housing location,,,1
PHILIPPINES,RESIGNATION,213,matching skills with work assignment,,,6
PHILIPPINES,RESIGNATION,300,Medical Concerns,,,2
PHILIPPINES,RESIGNATION,300,Medical Concerns,200,Adaptation,1
PHILIPPINES,RESIGNATION,300,Medical Concerns,100,Personal/Family,1
PHILIPPINES,RESIGNATION,111,medical support,110,technical support,1
PHILIPPINES,RESIGNATION,600,Other,,,10
PHILIPPINES,RESIGNATION,612,other career opportunity,,,10
PHILIPPINES,RESIGNATION,415,other country assignment/adaptation,,,1
PHILIPPINES,RESIGNATION,415,other country assignment/adaptation,712,unrealistic expectations,1
PHILIPPINES,RESIGNATION,120,other family,,,2
PHILIPPINES,RESIGNATION,514,other personal safety,,,1
PHILIPPINES,RESIGNATION,616,other personal/family related,,,32
PHILIPPINES,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
PHILIPPINES,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
PHILIPPINES,RESIGNATION,616,other personal/family related,712,unrealistic expectations,3
PHILIPPINES,RESIGNATION,217,other program/work assignment,,,3
PHILIPPINES,RESIGNATION,217,other program/work assignment,510,crime and personal safety,1
PHILIPPINES,RESIGNATION,217,other program/work assignment,616,other personal/family related,1
PHILIPPINES,RESIGNATION,221,other program/work related (please explain),411,host community/host family,1
PHILIPPINES,RESIGNATION,113,Peace Corps policies,,,8
PHILIPPINES,RESIGNATION,114,Peace Corps staff in country,,,2
PHILIPPINES,RESIGNATION,114,Peace Corps staff in country,716,other (please explain),2
PHILIPPINES,RESIGNATION,114,Peace Corps staff in country,216,political/civil unrest,1
PHILIPPINES,RESIGNATION,500,Personal Safety,,,3
PHILIPPINES,RESIGNATION,500,Personal Safety,200,Adaptation,2
PHILIPPINES,RESIGNATION,500,Personal Safety,600,Other,2
PHILIPPINES,RESIGNATION,500,Personal Safety,100,Personal/Family,1
PHILIPPINES,RESIGNATION,100,Personal/Family,,,23
PHILIPPINES,RESIGNATION,100,Personal/Family,200,Adaptation,1
PHILIPPINES,RESIGNATION,100,Personal/Family,400,Job Related,2
PHILIPPINES,RESIGNATION,100,Personal/Family,300,Medical Concerns,2
PHILIPPINES,RESIGNATION,310,physical health,,,8
PHILIPPINES,RESIGNATION,310,physical health,616,other personal/family related,1
PHILIPPINES,RESIGNATION,0,Prefer not to respond,,,3
PHILIPPINES,RESIGNATION,215,project/site development,214,amount of work,1
PHILIPPINES,RESIGNATION,710,resignation in lieu of administrative separation,,,25
PHILIPPINES,RESIGNATION,710,resignation in lieu of administrative separation,410,host country culture,1
PHILIPPINES,RESIGNATION,513,road safety/traveling,,,1
PHILIPPINES,RESIGNATION,610,romantic interest,,,4
PHILIPPINES,RESIGNATION,610,romantic interest,612,other career opportunity,1
PHILIPPINES,RESIGNATION,610,romantic interest,310,physical health,2
PHILIPPINES,RESIGNATION,413,site location,,,2
PHILIPPINES,RESIGNATION,210,technical skills,,,2
PHILIPPINES,RESIGNATION,110,technical support,111,medical support,1
PHILIPPINES,RESIGNATION,110,technical support,113,Peace Corps policies,1
PHILIPPINES,RESIGNATION,110,technical support,114,Peace Corps staff in country,1
PHILIPPINES,RESIGNATION,712,unrealistic expectations,,,27
PHILIPPINES,RESIGNATION,712,unrealistic expectations,410,host country culture,1
PHILIPPINES,RESIGNATION,712,unrealistic expectations,213,matching skills with work assignment,2
PHILIPPINES,RESIGNATION,712,unrealistic expectations,616,other personal/family related,1
PHILIPPINES,RESIGNATION,712,unrealistic expectations,711,other volunteers/trainees,1
PHILIPPINES,RESIGNATION,712,unrealistic expectations,714,unable to adhere to Peace Corps policies,1
PNG,RESIGNATION,,,,,69
PNG,RESIGNATION,400,Job Related,,,7
PNG,RESIGNATION,300,Medical Concerns,,,1
PNG,RESIGNATION,100,Personal/Family,,,5
PNG,RESIGNATION,310,physical health,216,political/civil unrest,1
PNG,RESIGNATION,712,unrealistic expectations,,,1
POLAND,RESIGNATION,,,,,22
POLAND,RESIGNATION,200,Adaptation,,,6
POLAND,RESIGNATION,200,Adaptation,400,Job Related,3
POLAND,RESIGNATION,200,Adaptation,600,Other,2
POLAND,RESIGNATION,200,Adaptation,500,Personal Safety,3
POLAND,RESIGNATION,311,emotional/mental health,117,family financial obligations,1
POLAND,RESIGNATION,623,insufficient work to do,216,political/civil unrest,1
POLAND,RESIGNATION,400,Job Related,,,9
POLAND,RESIGNATION,400,Job Related,200,Adaptation,2
POLAND,RESIGNATION,300,Medical Concerns,,,4
POLAND,RESIGNATION,300,Medical Concerns,200,Adaptation,1
POLAND,RESIGNATION,300,Medical Concerns,400,Job Related,2
POLAND,RESIGNATION,300,Medical Concerns,100,Personal/Family,2
POLAND,RESIGNATION,111,medical support,,,2
POLAND,RESIGNATION,600,Other,,,5
POLAND,RESIGNATION,221,other program/work related (please explain),310,physical health,1
POLAND,RESIGNATION,221,other program/work related (please explain),210,technical skills,1
POLAND,RESIGNATION,113,Peace Corps policies,310,physical health,1
POLAND,RESIGNATION,114,Peace Corps staff in country,,,1
POLAND,RESIGNATION,500,Personal Safety,,,2
POLAND,RESIGNATION,500,Personal Safety,400,Job Related,1
POLAND,RESIGNATION,100,Personal/Family,,,26
POLAND,RESIGNATION,100,Personal/Family,200,Adaptation,4
POLAND,RESIGNATION,100,Personal/Family,400,Job Related,4
POLAND,RESIGNATION,100,Personal/Family,600,Other,1
POLAND,RESIGNATION,310,physical health,,,1
POLAND,RESIGNATION,215,project/site development,110,technical support,1
POLAND,RESIGNATION,210,technical skills,117,family financial obligations,1
POLAND,RESIGNATION,210,technical skills,310,physical health,1
ROMANIA,RESIGNATION,,,,,104
ROMANIA,RESIGNATION,200,Adaptation,,,9
ROMANIA,RESIGNATION,200,Adaptation,400,Job Related,1
ROMANIA,RESIGNATION,116,death/illness of close friend or family member,,,7
ROMANIA,RESIGNATION,118,early termination of spouse,,,1
ROMANIA,RESIGNATION,311,emotional/mental health,,,3
ROMANIA,RESIGNATION,613,financial,615,friend(s) or other family responsibility,1
ROMANIA,RESIGNATION,613,financial,711,other volunteers/trainees,3
ROMANIA,RESIGNATION,615,friend(s) or other family responsibility,,,3
ROMANIA,RESIGNATION,611,further education,,,1
ROMANIA,RESIGNATION,212,host country counterpart/support,712,unrealistic expectations,1
ROMANIA,RESIGNATION,410,host country culture,,,1
ROMANIA,RESIGNATION,312,illegal substance,,,1
ROMANIA,RESIGNATION,400,Job Related,,,7
ROMANIA,RESIGNATION,300,Medical Concerns,,,3
ROMANIA,RESIGNATION,111,medical support,114,Peace Corps staff in country,1
ROMANIA,RESIGNATION,600,Other,,,3
ROMANIA,RESIGNATION,612,other career opportunity,,,3
ROMANIA,RESIGNATION,612,other career opportunity,214,amount of work,2
ROMANIA,RESIGNATION,120,other family,,,1
ROMANIA,RESIGNATION,120,other family,214,amount of work,1
ROMANIA,RESIGNATION,120,other family,613,financial,1
ROMANIA,RESIGNATION,115,other Peace Corps support,,,1
ROMANIA,RESIGNATION,616,other personal/family related,,,6
ROMANIA,RESIGNATION,616,other personal/family related,214,amount of work,1
ROMANIA,RESIGNATION,616,other personal/family related,415,other country assignment/adaptation,1
ROMANIA,RESIGNATION,711,other volunteers/trainees,710,resignation in lieu of administrative separation,1
ROMANIA,RESIGNATION,114,Peace Corps staff in country,,,1
ROMANIA,RESIGNATION,100,Personal/Family,,,51
ROMANIA,RESIGNATION,100,Personal/Family,500,Personal Safety,1
ROMANIA,RESIGNATION,310,physical health,,,2
ROMANIA,RESIGNATION,310,physical health,116,death/illness of close friend or family member,1
ROMANIA,RESIGNATION,310,physical health,118,early termination of spouse,1
ROMANIA,RESIGNATION,310,physical health,114,Peace Corps staff in country,1
ROMANIA,RESIGNATION,310,physical health,216,political/civil unrest,2
ROMANIA,RESIGNATION,0,Prefer not to respond,,,1
ROMANIA,RESIGNATION,414,preferred another country/region,212,host country counterpart/support,1
ROMANIA,RESIGNATION,215,project/site development,,,1
ROMANIA,RESIGNATION,215,project/site development,311,emotional/mental health,1
ROMANIA,RESIGNATION,215,project/site development,114,Peace Corps staff in country,1
ROMANIA,RESIGNATION,710,resignation in lieu of administrative separation,,,2
ROMANIA,RESIGNATION,710,resignation in lieu of administrative separation,514,other personal safety,1
ROMANIA,RESIGNATION,710,resignation in lieu of administrative separation,616,other personal/family related,1
ROMANIA,RESIGNATION,610,romantic interest,616,other personal/family related,1
ROMANIA,RESIGNATION,610,romantic interest,217,other program/work assignment,1
ROMANIA,RESIGNATION,210,technical skills,118,early termination of spouse,1
ROMANIA,RESIGNATION,210,technical skills,310,physical health,1
ROMANIA,RESIGNATION,110,technical support,213,matching skills with work assignment,2
ROMANIA,RESIGNATION,110,technical support,310,physical health,1
ROMANIA,RESIGNATION,712,unrealistic expectations,,,4
ROMANIA,RESIGNATION,712,unrealistic expectations,217,other program/work assignment,1
ROMANIA,RESIGNATION,700,V/T Prefers Not to Respond,,,1
RUSSIA,RESIGNATION,,,,,47
RUSSIA,RESIGNATION,200,Adaptation,,,1
RUSSIA,RESIGNATION,400,Job Related,,,1
RUSSIA,RESIGNATION,600,Other,,,3
RUSSIA,RESIGNATION,500,Personal Safety,,,1
RUSSIA,RESIGNATION,100,Personal/Family,,,5
RUSSIA,RESIGNATION,100,Personal/Family,300,Medical Concerns,1
RUSSIA,RESIGNATION,0,Prefer not to respond,,,3
RUSSIA FAR EAST,RESIGNATION,,,,,35
RUSSIA FAR EAST,RESIGNATION,200,Adaptation,,,1
RUSSIA FAR EAST,RESIGNATION,400,Job Related,,,4
RUSSIA FAR EAST,RESIGNATION,300,Medical Concerns,,,1
RUSSIA FAR EAST,RESIGNATION,600,Other,,,1
RUSSIA FAR EAST,RESIGNATION,415,other country assignment/adaptation,211,language skills,1
RUSSIA FAR EAST,RESIGNATION,120,other family,216,political/civil unrest,1
RUSSIA FAR EAST,RESIGNATION,120,other family,218,received inaccurate information re: assignment,1
RUSSIA FAR EAST,RESIGNATION,100,Personal/Family,,,6
RUSSIA FAR EAST,RESIGNATION,100,Personal/Family,200,Adaptation,1
RUSSIA FAR EAST,RESIGNATION,100,Personal/Family,400,Job Related,2
RUSSIA FAR EAST,RESIGNATION,216,political/civil unrest,,,2
RUSSIA FAR EAST,RESIGNATION,0,Prefer not to respond,,,2
RUSSIA WESTERN,RESIGNATION,,,,,7
RUSSIA WESTERN,RESIGNATION,200,Adaptation,,,1
RUSSIA WESTERN,RESIGNATION,400,Job Related,,,2
RUSSIA WESTERN,RESIGNATION,100,Personal/Family,,,4
RUSSIA WESTERN,RESIGNATION,100,Personal/Family,400,Job Related,1
RUSSIA WESTERN,RESIGNATION,0,Prefer not to respond,,,1
RWANDA,RESIGNATION,,,,,3
RWANDA,RESIGNATION,214,amount of work,,,5
RWANDA,RESIGNATION,214,amount of work,211,language skills,1
RWANDA,RESIGNATION,510,crime and personal safety,616,other personal/family related,1
RWANDA,RESIGNATION,311,emotional/mental health,,,10
RWANDA,RESIGNATION,311,emotional/mental health,613,financial,1
RWANDA,RESIGNATION,311,emotional/mental health,411,host community/host family,1
RWANDA,RESIGNATION,311,emotional/mental health,412,living arrangements/housing location,1
RWANDA,RESIGNATION,311,emotional/mental health,514,other personal safety,1
RWANDA,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
RWANDA,RESIGNATION,311,emotional/mental health,310,physical health,1
RWANDA,RESIGNATION,311,emotional/mental health,110,technical support,2
RWANDA,RESIGNATION,615,friend(s) or other family responsibility,,,11
RWANDA,RESIGNATION,615,friend(s) or other family responsibility,613,financial,1
RWANDA,RESIGNATION,615,friend(s) or other family responsibility,410,host country culture,1
RWANDA,RESIGNATION,615,friend(s) or other family responsibility,612,other career opportunity,1
RWANDA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,2
RWANDA,RESIGNATION,611,further education,,,13
RWANDA,RESIGNATION,611,further education,615,friend(s) or other family responsibility,1
RWANDA,RESIGNATION,611,further education,612,other career opportunity,1
RWANDA,RESIGNATION,611,further education,616,other personal/family related,1
RWANDA,RESIGNATION,611,further education,215,project/site development,1
RWANDA,RESIGNATION,212,host country counterpart/support,217,other program/work assignment,1
RWANDA,RESIGNATION,212,host country counterpart/support,110,technical support,1
RWANDA,RESIGNATION,410,host country culture,411,host community/host family,1
RWANDA,RESIGNATION,211,language skills,,,1
RWANDA,RESIGNATION,211,language skills,414,preferred another country/region,1
RWANDA,RESIGNATION,412,living arrangements/housing location,616,other personal/family related,1
RWANDA,RESIGNATION,213,matching skills with work assignment,,,2
RWANDA,RESIGNATION,213,matching skills with work assignment,311,emotional/mental health,1
RWANDA,RESIGNATION,111,medical support,311,emotional/mental health,1
RWANDA,RESIGNATION,612,other career opportunity,,,16
RWANDA,RESIGNATION,612,other career opportunity,214,amount of work,1
RWANDA,RESIGNATION,612,other career opportunity,510,crime and personal safety,1
RWANDA,RESIGNATION,612,other career opportunity,415,other country assignment/adaptation,1
RWANDA,RESIGNATION,612,other career opportunity,616,other personal/family related,3
RWANDA,RESIGNATION,612,other career opportunity,610,romantic interest,1
RWANDA,RESIGNATION,612,other career opportunity,712,unrealistic expectations,1
RWANDA,RESIGNATION,415,other country assignment/adaptation,,,1
RWANDA,RESIGNATION,616,other personal/family related,,,34
RWANDA,RESIGNATION,616,other personal/family related,311,emotional/mental health,4
RWANDA,RESIGNATION,616,other personal/family related,612,other career opportunity,1
RWANDA,RESIGNATION,616,other personal/family related,414,preferred another country/region,1
RWANDA,RESIGNATION,217,other program/work assignment,,,2
RWANDA,RESIGNATION,217,other program/work assignment,311,emotional/mental health,2
RWANDA,RESIGNATION,217,other program/work assignment,211,language skills,1
RWANDA,RESIGNATION,711,other volunteers/trainees,,,1
RWANDA,RESIGNATION,113,Peace Corps policies,,,1
RWANDA,RESIGNATION,114,Peace Corps staff in country,,,1
RWANDA,RESIGNATION,114,Peace Corps staff in country,213,matching skills with work assignment,1
RWANDA,RESIGNATION,310,physical health,,,1
RWANDA,RESIGNATION,310,physical health,311,emotional/mental health,1
RWANDA,RESIGNATION,310,physical health,212,host country counterpart/support,1
RWANDA,RESIGNATION,215,project/site development,214,amount of work,2
RWANDA,RESIGNATION,215,project/site development,611,further education,2
RWANDA,RESIGNATION,710,resignation in lieu of administrative separation,,,24
RWANDA,RESIGNATION,710,resignation in lieu of administrative separation,615,friend(s) or other family responsibility,1
RWANDA,RESIGNATION,710,resignation in lieu of administrative separation,113,Peace Corps policies,2
RWANDA,RESIGNATION,513,road safety/traveling,,,1
RWANDA,RESIGNATION,610,romantic interest,,,3
RWANDA,RESIGNATION,610,romantic interest,611,further education,1
RWANDA,RESIGNATION,610,romantic interest,211,language skills,1
RWANDA,RESIGNATION,610,romantic interest,412,living arrangements/housing location,1
RWANDA,RESIGNATION,610,romantic interest,612,other career opportunity,1
RWANDA,RESIGNATION,614,spousal responsibility,,,2
RWANDA,RESIGNATION,110,technical support,112,administrative support,1
RWANDA,RESIGNATION,712,unrealistic expectations,,,10
RWANDA,RESIGNATION,712,unrealistic expectations,410,host country culture,1
RWANDA,RESIGNATION,712,unrealistic expectations,610,romantic interest,1
SAMOA,RESIGNATION,,,,,74
SAMOA,RESIGNATION,200,Adaptation,,,2
SAMOA,RESIGNATION,313,alcohol,113,Peace Corps policies,1
SAMOA,RESIGNATION,510,crime and personal safety,,,1
SAMOA,RESIGNATION,311,emotional/mental health,410,host country culture,1
SAMOA,RESIGNATION,311,emotional/mental health,310,physical health,1
SAMOA,RESIGNATION,311,emotional/mental health,610,romantic interest,1
SAMOA,RESIGNATION,311,emotional/mental health,712,unrealistic expectations,1
SAMOA,RESIGNATION,615,friend(s) or other family responsibility,,,6
SAMOA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,1
SAMOA,RESIGNATION,411,host community/host family,310,physical health,1
SAMOA,RESIGNATION,212,host country counterpart/support,215,project/site development,1
SAMOA,RESIGNATION,212,host country counterpart/support,712,unrealistic expectations,2
SAMOA,RESIGNATION,410,host country culture,,,2
SAMOA,RESIGNATION,410,host country culture,411,host community/host family,1
SAMOA,RESIGNATION,312,illegal substance,,,2
SAMOA,RESIGNATION,312,illegal substance,616,other personal/family related,1
SAMOA,RESIGNATION,400,Job Related,,,2
SAMOA,RESIGNATION,412,living arrangements/housing location,214,amount of work,1
SAMOA,RESIGNATION,412,living arrangements/housing location,410,host country culture,1
SAMOA,RESIGNATION,600,Other,,,1
SAMOA,RESIGNATION,612,other career opportunity,,,2
SAMOA,RESIGNATION,612,other career opportunity,616,other personal/family related,1
SAMOA,RESIGNATION,415,other country assignment/adaptation,,,1
SAMOA,RESIGNATION,415,other country assignment/adaptation,616,other personal/family related,1
SAMOA,RESIGNATION,616,other personal/family related,,,7
SAMOA,RESIGNATION,616,other personal/family related,411,host community/host family,1
SAMOA,RESIGNATION,616,other personal/family related,612,other career opportunity,1
SAMOA,RESIGNATION,616,other personal/family related,310,physical health,1
SAMOA,RESIGNATION,616,other personal/family related,712,unrealistic expectations,1
SAMOA,RESIGNATION,711,other volunteers/trainees,,,1
SAMOA,RESIGNATION,100,Personal/Family,,,3
SAMOA,RESIGNATION,310,physical health,,,1
SAMOA,RESIGNATION,310,physical health,112,administrative support,1
SAMOA,RESIGNATION,414,preferred another country/region,,,1
SAMOA,RESIGNATION,710,resignation in lieu of administrative separation,,,1
SAMOA,RESIGNATION,610,romantic interest,,,1
SAMOA,RESIGNATION,712,unrealistic expectations,,,2
SAMOA,RESIGNATION,712,unrealistic expectations,311,emotional/mental health,1
SAO TOME,RESIGNATION,120,other family,310,physical health,1
SAO TOME,RESIGNATION,100,Personal/Family,500,Personal Safety,1
SENEGAL,RESIGNATION,,,,,81
SENEGAL,RESIGNATION,200,Adaptation,,,12
SENEGAL,RESIGNATION,200,Adaptation,400,Job Related,4
SENEGAL,RESIGNATION,200,Adaptation,300,Medical Concerns,1
